ts,strategy_name,side,qty,price,fee,fee_bps,funding,slippage_bps,pnl_realized,pnl_unrealized,reason_code,maker_flag,order_state,regime_label,symbol,leverage,margin_used,position_size,account_balance,latency_ms,retry_count,error_code,var_95,max_drawdown,sharpe_ratio,volatility,volume_24h,spread_bps
1641859200.0,SCALP,buy,1000.0,0.4864947848757034,0.24324739243785173,5.0,0.0,3.171505906747829,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2375.0,8764.807460773052,68.98128333574846,0,,0.0,0.0,0.0,0.02,1000000,2.0
1641945600.0,SCALP,buy,1000.0,0.46596653122367554,0.23298326561183777,5.0,0.0,4.408762132419129,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8298.607946283764,87.98195325614326,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642032000.0,SCALP,sell,1000.0,0.4716883661272139,0.23584418306360697,5.0,0.0,4.812947211644249,-28.774499176501433,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,2375.0,8770.060468227915,12.585442028853958,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642118400.0,BUY,buy,1000.0,0.5115090205802204,0.2557545102901102,5.0,0.0,4.716339282031902,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8258.295693137405,48.35012659257528,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642204800.0,BUY,buy,1000.0,0.5557288211511554,0.2778644105755777,5.0,0.0,4.31841835291068,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4375.0,7702.289007575673,75.67289508798189,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642291200.0,BUY,sell,1000.0,0.5112711854354972,0.2556355927177486,5.0,0.0,2.8681407810981567,10.8689100690647,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8213.304557418453,80.73406990653197,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642377600.0,BUY,buy,1000.0,0.5492644353566808,0.2746322176783404,5.0,0.0,1.1580288778158194,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,4375.0,7663.765489844093,62.325198927805005,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642464000.0,BUY,sell,1000.0,0.5633082666159758,0.2816541333079879,5.0,0.0,4.770763306188215,62.75787144182338,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8226.79210232676,36.45753556108834,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642550400.0,FUNDING_ARBITRAGE,buy,1000.0,0.6154220376969964,0.3077110188484982,5.0,0.06154220376969965,4.398132957313528,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4375.0,7611.062353610916,68.81225476679639,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642636800.0,SCALP,sell,1000.0,0.5588411606083991,0.27942058030419953,5.0,0.0,1.42982538454654,58.481835500358095,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,3375.0,8169.624093639011,43.931637074477216,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642723200.0,BUY,buy,1000.0,0.5850139234167764,0.2925069617083882,5.0,0.0,3.6951924518756254,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4375.0,7584.317663260526,97.2046835617595,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642809600.0,FUNDING_ARBITRAGE,sell,1000.0,0.5500312583326721,0.27501562916633604,5.0,0.0,2.496242299676697,49.61894157418632,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8134.073905964032,55.890756996483745,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642896000.0,SCALP,sell,1000.0,0.46678351066452595,0.23339175533226297,5.0,0.0,4.333850667441133,-33.65217809373072,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2375.0,8600.624024873225,88.49695836798898,0,,0.0,0.0,0.0,0.02,1000000,2.0
1642982400.0,SCALP,buy,1000.0,0.4225689673313546,0.21128448366567731,5.0,0.0,1.2295080454155398,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8177.8437730582045,78.80066256067022,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643068800.0,FUNDING_ARBITRAGE,sell,1000.0,0.40864671095649263,0.20432335547824634,5.0,0.0,4.083638967520871,-91.72448896226675,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2375.0,8586.28616065922,20.47701212055476,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643155200.0,BUY,sell,1000.0,0.43160750417868843,0.21580375208934421,5.0,0.0,1.7655307150369506,-68.68450120394769,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1375.0,9017.677861085818,23.16255054675797,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643241600.0,FUNDING_ARBITRAGE,buy,1000.0,0.5236160444621932,0.2618080222310966,5.0,0.05236160444621933,4.83850106419657,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2375.0,8493.800008601394,45.919954125078355,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643328000.0,SCALP,buy,1000.0,0.43292172780525545,0.21646086390262773,5.0,0.0,1.9409501098977815,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8060.6618199322365,90.62119023191934,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643414400.0,BUY,buy,1000.0,0.4433387944641669,0.22166939723208345,5.0,0.0,4.339166152066169,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4375.0,7617.101356070838,98.12328998482174,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643500800.0,FUNDING_ARBITRAGE,sell,1000.0,0.45070109010390547,0.22535054505195273,5.0,0.0,1.8409140738810952,-49.607230639135075,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8067.577095629691,38.98624248863208,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643587200.0,SCALP,buy,1000.0,0.4349881930669432,0.2174940965334716,5.0,0.0,2.078595229768567,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4375.0,7632.371408466214,16.865833247202026,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643673600.0,BUY,sell,1000.0,0.40852477699024753,0.20426238849512376,5.0,0.0,2.3322465107905828,-91.77476344681833,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8040.691923067967,14.416839380458402,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643760000.0,FUNDING_ARBITRAGE,buy,1000.0,0.4106442880573494,0.2053221440286747,5.0,0.041064428805734944,3.814528144777343,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,4375.0,7629.842312866589,27.79916810441445,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643846400.0,BUY,sell,1000.0,0.44600763716971564,0.22300381858485782,5.0,0.0,3.215631933234448,-54.35878628892414,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8075.62694621772,14.002165496720256,0,,0.0,0.0,0.0,0.02,1000000,2.0
1643932800.0,FUNDING_ARBITRAGE,sell,1000.0,0.4428307855205621,0.22141539276028105,5.0,0.0,3.3926600602500243,-57.54086730414665,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2375.0,8518.236316345521,78.18491049035921,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644019200.0,FUNDING_ARBITRAGE,buy,1000.0,0.4765156457847657,0.23825782289238284,5.0,0.04765156457847657,3.5231892794647783,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3375.0,8041.482412737863,13.70587579784251,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644105600.0,SCALP,sell,1000.0,0.5113680775444048,0.2556840387722024,5.0,0.0,1.7164301811560962,11.02462074543496,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2375.0,8552.594806243496,13.7276840848037,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644192000.0,BUY,sell,1000.0,0.6043129591492058,0.3021564795746029,5.0,0.0,3.047993988143327,103.8266084429868,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1375.0,9156.605608913127,65.12398837864725,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644278400.0,FUNDING_ARBITRAGE,buy,1000.0,0.7522440028374244,0.3761220014187122,5.0,0.07522440028374244,1.3102360101061685,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2375.0,8403.985484074285,10.895581814455692,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644364800.0,FUNDING_ARBITRAGE,sell,1000.0,0.7428117496052508,0.3714058748026254,5.0,0.0,1.267411014264395,242.34619895115065,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1375.0,9146.425827804733,76.61149392049545,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644451200.0,FUNDING_ARBITRAGE,sell,687.5,0.7901024005531208,0.27159770019013524,5.0,0.0,2.1600877992994416,199.05646770438062,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,687.5,9689.349630484812,26.563726093770754,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644537600.0,SCALP,buy,1000.0,0.7445566047446487,0.37227830237232434,5.0,0.0,3.864483188523978,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1687.5,8944.42074743779,99.79525882953644,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644624000.0,FUNDING_ARBITRAGE,buy,1000.0,0.8200910722611238,0.4100455361305619,5.0,0.08200910722611238,1.146816117955526,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2687.5,8123.919629640536,55.237711505920025,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644710400.0,SCALP,buy,883.5073258471581,0.919507896762582,0.4061959814820268,5.0,0.0,4.62045853882892,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3571.007325847158,7311.121470695,14.59807759142697,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644796800.0,BUY,buy,726.5955050653143,1.0062161711333182,0.36555607353475006,5.0,0.0,2.5307988884081443,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,4297.602830912472,6579.6437675519655,12.349371391041432,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644883200.0,BUY,buy,698.7246961294811,0.9416646934048954,0.3289821883775983,5.0,0.0,3.3762886173023148,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,4996.3275270419535,5921.350408608391,22.95534684834015,0,,0.0,0.0,0.0,0.02,1000000,2.0
1644969600.0,BUY,buy,570.6165853417785,1.0377108834054865,0.29606752043041956,5.0,0.0,1.4852746683248634,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,5566.944112383732,5328.919300227122,90.47441645403927,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645056000.0,FUNDING_ARBITRAGE,sell,1000.0,1.1954371010569758,0.5977185505284879,5.0,0.0,1.8589187289148605,694.6171604648079,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4566.944112383732,6523.758682733569,55.76038177409179,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645142400.0,BUY,buy,540.9046682591854,1.2060828951114873,0.32618793413667846,5.0,0.0,3.2187123760723546,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,5107.8487806429175,5871.056626526075,14.845423777025497,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645228800.0,FUNDING_ARBITRAGE,buy,435.9119614171365,1.3468445801394044,0.2935528313263038,5.0,0.05871056626526076,2.4947106806895283,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,5543.760742060054,5283.657411042141,50.10640922381892,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645315200.0,SCALP,buy,419.58169281084906,1.2592678616757613,0.26418287055210704,5.0,0.0,1.3949613541318198,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,5963.342434870903,4755.027487067375,43.57555378093225,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645401600.0,SCALP,buy,382.1604759226827,1.2442488919313035,0.23775137435336877,5.0,0.0,4.049267239907734,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,6345.502910793586,4279.286986986284,85.23054980019712,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645488000.0,BUY,buy,323.19786839975666,1.324045547755075,0.21396434934931424,5.0,0.0,3.0289552834175035,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,6668.700779193343,3851.1443239383066,68.9642170561493,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645574400.0,BUY,buy,300.0840732614861,1.2833551218103174,0.19255721619691535,5.0,0.0,4.872717987897826,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,6968.784852454829,3465.837334328279,42.40802242128988,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645660800.0,BUY,buy,253.3476943976308,1.3680161339414545,0.17329186671641397,5.0,0.0,4.410692656174863,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,7222.13254685246,3119.080309028735,73.39248728362394,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645747200.0,BUY,buy,226.9136431406839,1.3745671110198256,0.15595401545143675,5.0,0.0,4.333394446217904,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,7449.046189993144,2807.01632411041,50.21790168147158,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645833600.0,FUNDING_ARBITRAGE,sell,1000.0,1.4533615806701938,0.726680790335097,5.0,0.0,2.576839055128456,952.2603919916294,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,6449.046189993144,4259.651223990269,51.93146638037251,0,,0.0,0.0,0.0,0.02,1000000,2.0
1645920000.0,SCALP,sell,1000.0,1.1515047171955037,0.5757523585977519,5.0,0.0,1.1621858865939143,650.795138583839,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,5449.046189993144,5410.580188827174,60.08421767470968,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646006400.0,FUNDING_ARBITRAGE,sell,1000.0,1.330973335035824,0.665486667517912,5.0,0.0,4.389641490027275,829.7235987909467,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4449.046189993144,6740.88803719548,89.56688779040864,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646092800.0,FUNDING_ARBITRAGE,sell,1000.0,1.4466495075373245,0.7233247537686623,5.0,0.0,3.7781069290426252,945.3796231307235,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,3449.0461899931443,8186.814219979036,28.013867521194044,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646179200.0,SCALP,buy,512.8949364717265,1.5961971230009087,0.40934071099895186,5.0,0.0,1.0493147421545617,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3961.9411264648706,7367.723457270134,27.156601095689364,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646265600.0,BUY,buy,418.69056622774326,1.7597061055496823,0.3683861728635067,5.0,0.0,3.063780112905143,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4380.631692692614,6630.582725370256,17.571860917392254,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646352000.0,FUNDING_ARBITRAGE,buy,381.83992094517697,1.7364823219524625,0.3315291362685128,5.0,0.06630582725370257,1.6248754431220056,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4762.471613637791,5967.192923696963,59.56589311047546,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646438400.0,FUNDING_ARBITRAGE,buy,274.281406386329,2.175573256063917,0.29835964618484817,5.0,0.05967192923696963,4.513112631692733,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,5036.75302002412,5370.1752716810815,31.002433307254595,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646524800.0,SCALP,sell,1000.0,2.222062795561295,1.1110313977806474,5.0,0.0,1.5834539403150458,1720.5999107545883,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4036.75302002412,7591.127035844596,11.177729545852916,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646611200.0,FUNDING_ARBITRAGE,sell,1000.0,2.1771832930832966,1.0885916465416483,5.0,0.0,4.418158336174846,1675.1327873851835,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,3036.75302002412,9767.22173728135,31.240421678502734,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646697600.0,BUY,buy,501.82615615782845,1.9463357215301227,0.48836108686406754,5.0,0.0,2.1232197613060095,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3538.5791761819482,8790.01120246635,58.44622667894821,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646784000.0,SCALP,buy,488.3913252182068,1.7997885606463402,0.43950056012331756,5.0,0.0,3.6813111811417647,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,4026.970501400155,7910.570581659592,17.074681641844638,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646870400.0,SCALP,sell,1000.0,1.973547226795654,0.9867736133978271,5.0,0.0,3.088405835788283,1471.9509417050122,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,3026.970501400155,9883.131034841848,60.342073130478454,0,,0.0,0.0,0.0,0.02,1000000,2.0
1646956800.0,SCALP,buy,431.33743298623847,2.2912759892919294,0.4941565517420924,5.0,0.0,2.2886436802787906,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3458.3079343863938,8894.323774805922,89.89078313583111,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647043200.0,BUY,buy,357.1943328832033,2.490051760623599,0.4447161887402961,5.0,0.0,3.881882573546996,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,3815.502267269597,8004.446681136589,88.4706486433134,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647129600.0,SCALP,sell,1000.0,2.6375798375522646,1.3187899187761323,5.0,0.0,4.767297498064691,2135.0036348574376,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2815.502267269597,10640.707728770078,23.65548059447904,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647216000.0,SCALP,sell,1000.0,2.826209523672666,1.413104761836333,5.0,0.0,2.042468111875216,2324.2191746278722,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1815.5022672695968,13465.504147680907,56.83567298651688,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647302400.0,SCALP,sell,907.7511336347984,2.8788676391346275,1.306647681504497,5.0,0.0,2.994575003558505,2157.3305776129923,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,907.7511336347984,16077.492863008396,89.55768688406644,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647388800.0,BUY,buy,506.6445132664424,3.173328130872959,0.8038746431504199,5.0,0.0,4.90779578043168,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1414.3956469012408,14468.939702064406,82.0506942856801,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647475200.0,FUNDING_ARBITRAGE,sell,707.1978234506204,2.925019898701602,1.0342838529557634,5.0,0.0,1.1770534085891033,1713.691028866347,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,707.1978234506204,16536.47312412298,89.51355442535078,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647561600.0,FUNDING_ARBITRAGE,buy,682.239569315749,2.423851366567349,0.826823656206149,5.0,0.1653647312412298,2.114488313858406,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,1389.4373927663694,14881.998988054474,43.78644764064241,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647648000.0,SCALP,buy,621.7431768395473,2.3935926508599317,0.7440999494027237,5.0,0.0,1.0134532494330086,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,2011.1805696059168,13393.054989299624,89.43175491888914,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647734400.0,FUNDING_ARBITRAGE,buy,540.8840330894054,2.476141681018308,0.6696527494649813,5.0,0.13393054989299627,2.6520081604850287,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,2552.0646026953223,12053.079837620196,80.03385674131508,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647820800.0,BUY,sell,1000.0,2.4587727457958444,1.2293863728979222,5.0,0.0,2.3088632528268085,1956.9756624189645,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1552.0646026953223,14510.623197043144,92.44464681819174,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647907200.0,FUNDING_ARBITRAGE,sell,776.0323013476611,2.414552959780022,0.9368855450519487,5.0,0.0,3.5508154299114625,1484.1527123551284,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,776.0323013476611,16383.457401601989,92.88146043684786,0,,0.0,0.0,0.0,0.02,1000000,2.0
1647993600.0,BUY,buy,632.4227714753993,2.590586256623951,0.8191728700800995,5.0,0.0,3.4394362421486275,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1408.4550728230604,14744.29248857171,23.254158174869072,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648080000.0,SCALP,sell,704.2275364115302,2.780708883226789,0.9791258831562296,5.0,0.0,2.2039905907346657,1604.7272753768139,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,704.2275364115302,16701.565129001014,69.60221861776807,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648166400.0,BUY,sell,352.1137682057651,3.0160497500762697,0.5309963212977057,5.0,0.0,1.0695038546450277,885.2911816487451,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,352.1137682057651,17763.026775275128,38.99658830392515,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648252800.0,SCALP,sell,176.05688410288255,2.663564922921801,0.23446947046767339,5.0,0.0,1.7919740291560915,380.5919967730962,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,176.05688410288255,18231.731246740008,76.63270582359354,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648339200.0,SCALP,buy,688.1561579046893,2.649359602078157,0.9115865623370005,5.0,0.0,2.8899258869164064,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,864.2130420075719,16407.64653550367,85.54107300302735,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648425600.0,FUNDING_ARBITRAGE,buy,640.8880580018811,2.560142341652981,0.8203823267751836,5.0,0.16407646535503673,1.92770598130407,0.0,0.0,strategy_signal,False,filled,normal,XRP,1.0,0.0,1505.101100009453,14766.061499626529,75.1018716463006,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648512000.0,FUNDING_ARBITRAGE,sell,752.5505500047265,2.3613336871872543,0.8885114825187285,5.0,0.0,1.715599489597516,1399.5543125833929,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,752.5505500047265,16542.19595318147,84.31937761159057,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648598400.0,SCALP,buy,687.7875108104164,2.405131772993361,0.8271097976590737,5.0,0.0,3.9143961264056273,0.0,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,1440.3380608151429,14887.149248065662,40.43297155752189,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648684800.0,BUY,sell,720.1690304075714,2.4536118555165016,0.8835076354919206,5.0,0.0,4.947909086702797,1405.172945052999,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,720.1690304075714,16653.281011414012,80.71098338460942,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648771200.0,BUY,sell,360.0845152037857,2.2859849236364407,0.41157388649539545,5.0,0.0,2.590066708320116,642.4807407381176,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,360.0845152037857,17476.01721051831,58.592397345641004,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648857600.0,BUY,sell,180.04225760189286,2.3627996086028262,0.21270188789686084,5.0,0.0,2.72653709481872,335.05395718738066,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,180.04225760189286,17901.208284424134,94.8332697238623,0,,0.0,0.0,0.0,0.02,1000000,2.0
1648944000.0,SCALP,sell,90.02112880094643,2.4313042185615443,0.1094343751067066,5.0,0.0,4.966069123355034,173.64005970358306,0.0,strategy_signal,True,filled,normal,XRP,1.0,0.0,90.02112880094643,18119.96760026244,20.13878801474209,0,,0.0,0.0,0.0,0.02,1000000,2.0
