trade_id,timestamp,symbol,entry_price,exit_price,funding_rate,side,quantity,position_size_usd,commission,slippage,funding_payments,total_costs,gross_pnl,net_pnl,pnl_percent,holding_period_hours,max_drawdown_during_trade,volatility_during_trade,confidence_score,expected_value,risk_score
trade_33,2024-01-10 17:00:00,XRP,0.5255771203966503,0.5253143975171718,-0.003101826928543395,long,47.566758577946906,25.0,0.005,0.01,0.07754567321358488,0.09254567321358488,-0.012496875781056046,-0.10504254899464092,-0.4201701959785637,8.0,0.0,0.0,0.620365385708679,0.037527403928150925,0.3101826928543395
trade_34,2024-01-10 21:00:00,XRP,0.5103665154523972,0.5101113959745405,-0.0007894410561353424,long,48.98440482099338,25.0,0.005,0.01,0.01973602640338356,0.03473602640338356,-0.01249687578105425,-0.047232902184437806,-0.18893160873775122,8.0,0.0,0.0,0.15788821122706848,0.0028416158420301357,0.07894410561353424
trade_35,2024-01-10 22:00:00,XRP,0.5086940629903156,0.5089484736244694,0.0016154782619317038,short,49.14545267746902,25.0,0.005,0.01,0.040386956548292594,0.05538695654829259,-0.012503125781448875,-0.06789008232974147,-0.2715603293189659,8.0,0.0,0.0,0.32309565238634075,0.015232173928975556,0.16154782619317037
trade_36,2024-01-10 23:00:00,XRP,0.5093704038657718,0.5091157823192255,-0.0017972267951933925,long,49.08019745604997,25.0,0.005,0.01,0.044930669879834816,0.059930669879834815,-0.012496875781058138,-0.07242754566089295,-0.2897101826435718,8.0,0.0,0.0,0.3594453590386785,0.01795840192790089,0.17972267951933926
trade_37,2024-01-11 01:00:00,XRP,0.5201583190893145,0.5204184632849082,0.0007252722714954713,short,48.06229004232717,25.0,0.005,0.01,0.01813180678738678,0.03313180678738678,-0.012503125781448193,-0.045634932568834975,-0.1825397302753399,8.0,0.0,0.0,0.14505445429909425,0.0018790840724320689,0.07252722714954712
trade_38,2024-01-11 02:00:00,XRP,0.5206981555847315,0.5209585697660692,0.003325600090513353,short,48.01246121551093,25.0,0.005,0.01,0.08314000226283383,0.09814000226283383,-0.012503125781445794,-0.11064312804427962,-0.44257251217711846,8.0,0.0,0.0,0.6651200181026706,0.040884001357700296,0.3325600090513353
trade_39,2024-01-11 03:00:00,XRP,0.5273846320018144,0.5271210055924158,-0.0014287595326188574,long,47.40373246202971,25.0,0.005,0.01,0.035718988315471434,0.05071898831547143,-0.012496875781056151,-0.06321586409652759,-0.25286345638611035,8.0,0.0,0.0,0.28575190652377147,0.01243139298928286,0.14287595326188574
trade_40,2024-01-11 04:00:00,XRP,0.5310669857879805,0.530801518661868,-0.001747230519391868,long,47.07504075574531,25.0,0.005,0.01,0.0436807629847967,0.0586807629847967,-0.012496875781057862,-0.07117763876585456,-0.28471055506341825,8.0,0.0,0.0,0.3494461038783736,0.01720845779087802,0.1747230519391868
trade_41,2024-01-11 05:00:00,XRP,0.5226329996427839,0.5228943814880667,0.0027788814051848023,short,47.834713875869554,25.0,0.005,0.01,0.06947203512962005,0.08447203512962005,-0.012503125781449216,-0.09697516091106927,-0.38790064364427707,8.0,0.0,0.0,0.5557762810369604,0.03268322107777203,0.2778881405184802
trade_42,2024-01-11 08:00:00,XRP,0.5196055877371734,0.5193458498777695,-0.0007290613870906459,long,48.11341638736473,25.0,0.005,0.01,0.01822653467726615,0.03322653467726615,-0.012496875781058212,-0.04572341045832436,-0.18289364183329743,8.0,0.0,0.0,0.1458122774181292,0.0019359208063596894,0.0729061387090646
trade_43,2024-01-11 10:00:00,XRP,0.5250211648131203,0.5247587198419565,-0.0006532722926796222,long,47.617127985494974,25.0,0.005,0.01,0.016331807316990556,0.031331807316990555,-0.01249687578105567,-0.043828683098046224,-0.1753147323921849,8.0,0.0,0.0,0.13065445853592444,0.0007990843901943337,0.06532722926796222
trade_44,2024-01-11 11:00:00,XRP,0.5244445124000685,0.5247068002282256,0.0011010596962409036,short,47.66948534858334,25.0,0.005,0.01,0.02752649240602259,0.04252649240602259,-0.012503125781445225,-0.055029618187467814,-0.22011847274987123,8.0,0.0,0.0,0.22021193924818072,0.007515895443613554,0.11010596962409036
trade_45,2024-01-11 12:00:00,XRP,0.527769846175112,0.5280337970859273,0.0006380898147700569,short,47.36913293016194,25.0,0.005,0.01,0.01595224536925142,0.03095224536925142,-0.012503125781448441,-0.04345537115069986,-0.17382148460279945,8.0,0.0,0.0,0.12761796295401137,0.0005713472215508531,0.06380898147700569
trade_46,2024-01-11 16:00:00,XRP,0.5277880785245194,0.5275242504422777,-0.0010298469599220662,long,47.36749657152133,25.0,0.005,0.01,0.025746173998051652,0.04074617399805165,-0.012496875781053797,-0.05324304977910545,-0.2129721991164218,8.0,0.0,0.0,0.20596939198441322,0.006447704398830992,0.10298469599220661
trade_47,2024-01-11 17:00:00,XRP,0.5225415322830557,0.5222803268182803,-0.001546628233441407,long,47.843087018885505,25.0,0.005,0.01,0.03866570583603517,0.05366570583603517,-0.012496875781056528,-0.0661625816170917,-0.2646503264683668,8.0,0.0,0.0,0.3093256466882814,0.014199423501621103,0.1546628233441407
trade_48,2024-01-11 18:00:00,XRP,0.5242366177029668,0.5244988015577821,0.0008907415793890179,short,47.68838947104041,25.0,0.005,0.01,0.022268539484725448,0.037268539484725444,-0.012503125781448143,-0.04977166526617359,-0.19908666106469436,8.0,0.0,0.0,0.17814831587780358,0.004361123690835269,0.08907415793890179
trade_49,2024-01-11 19:00:00,XRP,0.5332032204362681,0.5334698887135556,0.0009379716942388587,short,46.88643849439796,25.0,0.005,0.01,0.023449292355971468,0.03844929235597147,-0.012503125781447251,-0.05095241813741872,-0.20380967254967486,8.0,0.0,0.0,0.18759433884777174,0.00506957541358288,0.09379716942388587
trade_50,2024-01-11 20:00:00,XRP,0.5316716975871865,0.5314059281807445,-0.0007246181633313276,long,47.02149863055361,25.0,0.005,0.01,0.018115454083283192,0.03311545408328319,-0.012496875781053783,-0.04561232986433697,-0.18244931945734788,8.0,0.0,0.0,0.1449236326662655,0.0018692724499699157,0.07246181633313276
trade_51,2024-01-11 21:00:00,XRP,0.5273802992189291,0.5276440553075608,0.0019144619658675631,short,47.404121915486755,25.0,0.005,0.01,0.04786154914668908,0.06286154914668908,-0.012503125781444578,-0.07536467492813366,-0.30145869971253464,8.0,0.0,0.0,0.3828923931735126,0.019716929488013447,0.1914461965867563
trade_52,2024-01-11 23:00:00,XRP,0.5181669024570962,0.5179078837605418,-0.0019053267158407503,long,48.247002812129594,25.0,0.005,0.01,0.047633167896018756,0.06263316789601875,-0.012496875781055485,-0.07513004367707424,-0.30052017470829695,8.0,0.0,0.0,0.38106534316815005,0.019579900737611254,0.19053267158407503
trade_53,2024-01-12 00:00:00,XRP,0.5168866855086839,0.5171451934784307,0.0008104311453503067,short,48.36650024249849,25.0,0.005,0.01,0.020260778633757668,0.035260778633757664,-0.01250312578144648,-0.047763904415204145,-0.19105561766081658,8.0,0.0,0.0,0.16208622907006134,0.003156467180254601,0.08104311453503067
trade_54,2024-01-12 01:00:00,XRP,0.5162738962039636,0.5165320977024402,0.002302413922111835,short,48.42390867293295,25.0,0.005,0.01,0.057560348052795876,0.07256034805279588,-0.012503125781448332,-0.0850634738342442,-0.3402538953369768,8.0,0.0,0.0,0.46048278442236695,0.025536208831677527,0.23024139221118348
trade_55,2024-01-12 04:00:00,XRP,0.5169536914616305,0.5172122329427317,0.0018098461606980635,short,48.360231124987635,25.0,0.005,0.01,0.045246154017451586,0.060246154017451585,-0.012503125781448717,-0.07274927979890031,-0.29099711919560123,8.0,0.0,0.0,0.3619692321396127,0.018147692410470952,0.18098461606980634
trade_56,2024-01-12 05:00:00,XRP,0.5146298211087338,0.5143725705108289,-0.0021223214541416617,long,48.57860733009847,25.0,0.005,0.01,0.053058036353541546,0.06805803635354155,-0.012496875781056863,-0.08055491213459841,-0.32221964853839363,8.0,0.0,0.0,0.4244642908283323,0.022834821812124928,0.21223214541416616
trade_57,2024-01-12 06:00:00,XRP,0.5090923455205124,0.5088378629683902,-0.001294976420442069,long,49.107004298874685,25.0,0.005,0.01,0.03237441051105172,0.04737441051105172,-0.0124968757810553,-0.05987128629210702,-0.23948514516842812,8.0,0.0,0.0,0.25899528408841377,0.010424646306631032,0.12949764204420688
trade_58,2024-01-12 08:00:00,XRP,0.49675319146993024,0.4965048769528246,-0.0006170995098079957,long,50.32680298645513,25.0,0.005,0.01,0.015427487745199893,0.03042748774519989,-0.01249687578105346,-0.042924363526253353,-0.17169745410501341,8.0,0.0,0.0,0.12341990196159913,0.0002564926471199363,0.061709950980799566
trade_59,2024-01-12 10:00:00,XRP,0.49620007028125485,0.49595203225562057,-0.0008757257602635448,long,50.38290298070608,25.0,0.005,0.01,0.02189314400658862,0.03689314400658862,-0.012496875781057739,-0.04939001978764636,-0.19756007915058543,8.0,0.0,0.0,0.17514515205270895,0.004135886403953171,0.08757257602635447
trade_60,2024-01-12 11:00:00,XRP,0.491882840434622,0.4921288433555696,0.0015359842461487446,short,50.82511107301546,25.0,0.005,0.01,0.03839960615371862,0.053399606153718616,-0.01250312578144897,-0.06590273193516759,-0.26361092774067035,8.0,0.0,0.0,0.30719684922974894,0.01403976369223117,0.15359842461487447
trade_61,2024-01-12 16:00:00,XRP,0.4788206792286838,0.4785813287266949,-0.001167657254615259,long,52.211612999404416,25.0,0.005,0.01,0.029191431365381472,0.04419143136538147,-0.012496875781058769,-0.05668830714644024,-0.22675322858576097,8.0,0.0,0.0,0.23353145092305178,0.008514858819228883,0.11676572546152589
trade_62,2024-01-12 17:00:00,XRP,0.47969114223769993,0.47993104778520573,0.00163508855002884,short,52.1168681234723,25.0,0.005,0.01,0.040877213750721,0.055877213750721,-0.012503125781449364,-0.06838033953217036,-0.27352135812868145,8.0,0.0,0.0,0.327017710005768,0.0155263282504326,0.163508855002884
trade_63,2024-01-12 20:00:00,XRP,0.4803784582876099,0.48061870757907654,0.0008540415323398236,short,52.0423003336093,25.0,0.005,0.01,0.02135103830849559,0.03635103830849559,-0.01250312578144446,-0.048854164089940054,-0.1954166563597602,8.0,0.0,0.0,0.17080830646796472,0.003810622985097354,0.08540415323398236
trade_64,2024-01-12 21:00:00,XRP,0.47877060351501083,0.4790100486780591,0.0007025270992620706,short,52.217073931558076,25.0,0.005,0.01,0.017563177481551763,0.03256317748155176,-0.012503125781444259,-0.04506630326299602,-0.1802652130519841,8.0,0.0,0.0,0.1405054198524141,0.001537906488931058,0.07025270992620705
trade_65,2024-01-12 23:00:00,XRP,0.49140565605767583,0.49165142032677195,0.0017225640140785899,short,50.87446530543347,25.0,0.005,0.01,0.04306410035196474,0.05806410035196474,-0.012503125781445565,-0.07056722613341031,-0.28226890453364123,8.0,0.0,0.0,0.34451280281571794,0.016838460211178845,0.17225640140785897
trade_66,2024-01-13 00:00:00,XRP,0.4860019804678115,0.48624504222348436,0.0010513504820497677,short,51.440119597734395,25.0,0.005,0.01,0.02628376205124419,0.04128376205124419,-0.01250312578144652,-0.053786887832690713,-0.21514755133076285,8.0,0.0,0.0,0.21027009640995353,0.006770257230746515,0.10513504820497677
trade_67,2024-01-13 01:00:00,XRP,0.48626574188520727,0.4865089355545672,0.0006184472377050798,short,51.41221732601872,25.0,0.005,0.01,0.015461180942626995,0.030461180942626995,-0.012503125781444725,-0.04296430672407172,-0.17185722689628688,8.0,0.0,0.0,0.12368944754101596,0.0002767085655761975,0.06184472377050798
trade_68,2024-01-13 04:00:00,XRP,0.4827353031062627,0.482976731114818,0.0012451176124119296,short,51.78821569322193,25.0,0.005,0.01,0.03112794031029824,0.04612794031029824,-0.012503125781444606,-0.058631066091742845,-0.23452426436697138,8.0,0.0,0.0,0.2490235224823859,0.009676764186178943,0.12451176124119295
trade_69,2024-01-13 05:00:00,XRP,0.47949588932360737,0.47973569722024334,0.0012765923042228884,short,52.13809034998365,25.0,0.005,0.01,0.031914807605572214,0.04691480760557221,-0.012503125781445664,-0.059417933387017875,-0.23767173354807147,8.0,0.0,0.0,0.25531846084457765,0.010148884563343329,0.12765923042228883
trade_70,2024-01-13 06:00:00,XRP,0.47747090209030646,0.4777096972401391,0.0024056797702755547,short,52.35921160965663,25.0,0.005,0.01,0.06014199425688887,0.07514199425688886,-0.012503125781447914,-0.08764512003833677,-0.3505804801533471,8.0,0.0,0.0,0.48113595405511095,0.02708519655413332,0.24056797702755547
trade_71,2024-01-13 09:00:00,XRP,0.4726325990273111,0.4723963417921062,-0.0012775303025374745,long,52.89520877622615,25.0,0.005,0.01,0.031938257563436864,0.046938257563436864,-0.012496875781055728,-0.05943513334449259,-0.23774053337797035,8.0,0.0,0.0,0.2555060605074949,0.01016295453806212,0.12775303025374746
trade_72,2024-01-13 10:00:00,XRP,0.4723270484315233,0.472563271011384,0.0018815782751034954,short,52.92942693631155,25.0,0.005,0.01,0.047039456877587385,0.062039456877587384,-0.012503125781445166,-0.07454258265903255,-0.2981703306361302,8.0,0.0,0.0,0.3763156550206991,0.01922367412655243,0.18815782751034954
trade_73,2024-01-13 12:00:00,XRP,0.46783784355432306,0.4680718209704543,0.0018080550079127163,short,53.4373188155676,25.0,0.005,0.01,0.04520137519781791,0.06020137519781791,-0.012503125781447636,-0.07270450097926555,-0.2908180039170622,8.0,0.0,0.0,0.3616110015825433,0.018120825118690745,0.18080550079127164
trade_74,2024-01-13 13:00:00,XRP,0.4765606711162163,0.4763224503358533,-0.0015706702416928013,long,52.459217713967384,25.0,0.005,0.01,0.039266756042320036,0.054266756042320036,-0.012496875781054224,-0.06676363182337426,-0.26705452729349705,8.0,0.0,0.0,0.31413404833856023,0.014560053625392021,0.15706702416928012
trade_75,2024-01-13 16:00:00,XRP,0.477075879568408,0.4773144771575895,0.0008190346904437191,short,52.4025654422448,25.0,0.005,0.01,0.020475867261092975,0.035475867261092975,-0.012503125781444788,-0.04797899304253776,-0.19191597217015105,8.0,0.0,0.0,0.1638069380887438,0.0032855203566557853,0.0819034690443719
trade_76,2024-01-13 19:00:00,XRP,0.4703093186762003,0.4700742227908335,-0.0006424004882998515,long,53.15650574470556,25.0,0.005,0.01,0.01606001220749629,0.03106001220749629,-0.012496875781056857,-0.043556887988553145,-0.17422755195421258,8.0,0.0,0.0,0.1284800976599703,0.000636007324497774,0.06424004882998514
trade_77,2024-01-13 21:00:00,XRP,0.4711283514078627,0.47136397448933703,0.0007334065300531235,short,53.06409585687857,25.0,0.005,0.01,0.01833516325132809,0.033335163251328084,-0.012503125781447775,-0.045838289032775856,-0.18335315613110342,8.0,0.0,0.0,0.1466813060106247,0.0020010979507968534,0.07334065300531235
trade_78,2024-01-14 00:00:00,XRP,0.47124325862794775,0.47100769588931846,-0.001019342038809505,long,53.051156790632845,25.0,0.005,0.01,0.025483550970237624,0.04048355097023762,-0.012496875781053398,-0.05298042675129102,-0.21192170700516408,8.0,0.0,0.0,0.203868407761901,0.006290130582142574,0.1019342038809505
trade_79,2024-01-14 01:00:00,XRP,0.4683820907171535,0.46861634032491406,0.001094811672069638,short,53.37522611447797,25.0,0.005,0.01,0.02737029180174095,0.04237029180174095,-0.012503125781448932,-0.05487341758318988,-0.21949367033275952,8.0,0.0,0.0,0.2189623344139276,0.00742217508104457,0.1094811672069638
trade_80,2024-01-14 03:00:00,XRP,0.4793496359069129,0.4795893706585542,0.0026195732550437856,short,52.15399809932236,25.0,0.005,0.01,0.06548933137609464,0.08048933137609464,-0.012503125781444574,-0.09299245715753922,-0.3719698286301569,8.0,0.0,0.0,0.5239146510087571,0.030293598825656784,0.26195732550437856
trade_81,2024-01-14 04:00:00,XRP,0.47992762568006997,0.48016764949886476,0.0009274609589590979,short,52.09118763391532,25.0,0.005,0.01,0.023186523973977448,0.03818652397397745,-0.012503125781448184,-0.05068964975542563,-0.20275859902170254,8.0,0.0,0.0,0.18549219179181956,0.004911914384386469,0.09274609589590978
trade_82,2024-01-14 05:00:00,XRP,0.48237726792765273,0.48213613957577683,-0.0015086592254327884,long,51.82665449266054,25.0,0.005,0.01,0.03771648063581971,0.05271648063581971,-0.01249687578105677,-0.06521335641687648,-0.2608534256675059,8.0,0.0,0.0,0.30173184508655765,0.013629888381491827,0.15086592254327882
trade_83,2024-01-14 06:00:00,XRP,0.4890785939277087,0.4888341157502892,-0.0012204482535628442,long,51.11652873463377,25.0,0.005,0.01,0.030511206339071104,0.0455112063390711,-0.012496875781055579,-0.05800808212012668,-0.2320323284805067,8.0,0.0,0.0,0.24408965071256883,0.009306723803442662,0.12204482535628441
trade_84,2024-01-14 07:00:00,XRP,0.48647335122862706,0.4867166487286164,0.0009333751442777024,short,51.3902764393168,25.0,0.005,0.01,0.023334378606942558,0.038334378606942554,-0.01250312578144783,-0.05083750438839038,-0.20335001755356152,8.0,0.0,0.0,0.18667502885554046,0.005000627164165535,0.09333751442777023
trade_85,2024-01-14 08:00:00,XRP,0.4890654179702848,0.4893100118277343,0.0007318462101255981,short,51.1179058698421,25.0,0.005,0.01,0.01829615525313995,0.03329615525313995,-0.012503125781445907,-0.04579928103458585,-0.1831971241383434,8.0,0.0,0.0,0.1463692420251196,0.001977693151883971,0.0731846210125598
trade_86,2024-01-14 10:00:00,XRP,0.49590424061343674,0.4961522547372745,0.0009820935172472059,short,50.41295869758008,25.0,0.005,0.01,0.024552337931180147,0.03955233793118015,-0.01250312578144832,-0.052055463712628466,-0.20822185485051387,8.0,0.0,0.0,0.19641870344944118,0.005731402758708089,0.09820935172472059
