trade_id,timestamp,symbol,side,quantity,price,directional_pnl,funding_pnl,fee_pnl,rebate_pnl,slippage_pnl,impact_pnl,total_pnl,top_feature_1,top_feature_1_contrib,top_feature_2,top_feature_2_contrib,top_feature_3,top_feature_3_contrib,primary_signal,signal_strength,signal_confidence,execution_quality,timing_quality,routing_quality
trade_010,2025-09-16 21:44:04.352521,XRP,buy,238.23167651322964,0.5204729586078858,0.2772520191553189,-7.296766105885594e-05,-0.12399314550895742,0.0,-0.00921474793720212,-0.012399314550895742,0.13157184349720477,market_depth,0.1949249724679991,price_momentum_5min,0.14579602976516745,funding_rate,0.11419929228714028,momentum,0.5736784530248498,0.6821944105212421,0.6174095711845546,-3.615416213021229,0.6
trade_011,2025-09-16 21:44:04.353516,XRP,sell,949.6795335554361,0.5202091676404893,-0.38199512767617305,-0.0006396960102885027,-0.4940319996760816,0.2470159998380408,-0.16720063175535232,-0.04940319996760816,-0.8462546552474628,funding_rate,0.2134495612713857,market_depth,0.17141967070196115,price_momentum_5min,0.05871581759971126,momentum,0.7995015204796023,0.7242727926422509,0.0,-3.584966771408954,0.8
trade_012,2025-09-16 21:44:04.353516,XRP,buy,546.9465684099312,0.5206292505030403,0.14230904092338106,-0.00016223937512073464,-0.2847563819764723,0.14237819098823615,-0.03902901023167141,-0.028475638197647233,-0.06773603786929447,volatility,-0.15592905137858604,bid_ask_spread,-0.11783281358678394,market_depth,0.043842066800322085,mean_reversion,0.3811220280852741,0.9429421967958114,0.0,-3.881567811612105,0.8
trade_013,2025-09-16 21:44:04.353516,XRP,sell,826.3785031347768,0.5197798794624978,0.30070777760620776,-0.00023131168405647452,-0.42953491874979366,0.21476745937489683,-0.07588831898944196,-0.04295349187497936,-0.03313280431716688,market_depth,-0.18541098165721298,bid_ask_spread,0.18148795132896356,price_momentum_5min,-0.07202609929897695,momentum,0.4405825560760692,0.8895109302629554,0.19739078705215662,-3.6183359301350126,0.8
trade_014,2025-09-16 21:44:04.353516,XRP,buy,729.3479295768155,0.5224739391838402,1.4388442162316992,-0.00024919973828353746,-0.38106528580157695,0.19053264290078847,-0.007903737705251702,-0.03810652858015769,1.202052107307218,funding_rate,0.07582804961063745,volatility,0.02880261928876007,bid_ask_spread,0.01585147013890983,mean_reversion,0.3715359251444552,0.8058833102142052,0.35739585554237774,-3.5193581650917984,0.8
trade_015,2025-09-16 21:44:04.353516,XRP,sell,647.1889243015145,0.5199956973867613,-0.11375879344354849,-9.865223232476944e-05,-0.3365354560331539,0.16826772801657694,-0.02810223959523874,-0.03365354560331539,-0.3438809588910043,market_depth,-0.16515226142184875,volatility,-0.11159097604041211,funding_rate,0.10257962431597814,funding_arb,0.6708082072475494,0.6635096893596442,0.720561451490453,-3.8654300773175576,0.8
trade_016,2025-09-16 21:44:04.353516,XRP,buy,330.3226172501219,0.519789555948273,0.05910101180165346,-8.648745735517894e-05,-0.1716982465401122,0.0,-0.036360662911334676,-0.01716982465401122,-0.1662142097611598,bid_ask_spread,0.190521902098576,funding_rate,0.11864391774131627,market_depth,0.06741023219345357,funding_arb,0.36727183713339073,0.8014210628210722,0.29172255190952767,-3.8884988504574354,0.6
trade_017,2025-09-16 21:44:04.353516,XRP,sell,338.93126828023827,0.5196404520104714,0.2853468401270713,0.00016549061543995216,-0.17612239744962538,0.08806119872481269,-0.0036934635774886777,-0.017612239744962538,0.17614542869524735,bid_ask_spread,0.24513659676533994,volatility,0.12822325130893128,price_momentum_5min,-0.08015711412874522,momentum,0.7367441302013957,0.7487949094736621,0.479626382327792,-3.7847067968713857,0.8
trade_018,2025-09-16 21:44:04.353516,XRP,buy,487.2310221549304,0.521218124614123,-0.03632267977537679,-0.0003229311724870437,-0.25395363962141504,0.12697681981070752,-0.05947415228298158,-0.025395363962141503,-0.24849194700369445,volume_ma_20min,-0.20072490044639124,price_momentum_5min,0.17343858238940046,funding_rate,-0.14123959443572237,mean_reversion,0.47242114613397074,0.8736699837958358,0.051317450763902706,-3.721973083403819,0.8
trade_019,2025-09-16 21:44:04.353516,XRP,sell,568.1671721545267,0.5196470327906195,0.2595945199161503,0.00016862395778270632,-0.2952463851391369,0.0,-0.0024931204947032212,-0.02952463851391369,-0.06750100027382083,price_momentum_5min,0.13614415101517893,volatility,0.12587788658987395,funding_rate,0.10271189992916284,momentum,0.7391966645828654,0.6050520072637307,0.0,-3.8851413084909474,0.6
trade_020,2025-09-16 21:44:04.353516,XRP,buy,626.384472383405,0.5204927154740332,0.9308477174297843,8.13945503373563e-05,-0.326028554961608,0.163014277480804,-0.08908205623914904,-0.0326028554961608,0.6462299227640079,volume_ma_20min,0.13458522591262473,volatility,-0.13392014861756638,bid_ask_spread,-0.07592021888763446,momentum,0.5534649318796387,0.7550823774226796,0.6779232642455667,-3.7284976316043608,0.8
trade_021,2025-09-16 21:44:04.354519,XRP,sell,858.4557758676348,0.5197190252677049,0.48406451752180474,0.00015667373718179892,-0.4461557990693585,0.22307789953467924,-0.02553403778485055,-0.04461557990693585,0.19099367403252088,price_momentum_5min,0.2150559806089486,market_depth,-0.1493341684232191,bid_ask_spread,-0.09855203683393104,momentum,0.39535524015373946,0.7437146281204026,0.29696501534080677,-3.7593238903344917,0.8
trade_022,2025-09-16 21:44:04.354519,XRP,buy,706.826734414282,0.5205069795199107,0.41030539727238613,0.0007159980413946604,-0.3679082485739,0.18395412428695,-0.00807181463463338,-0.03679082485739,0.18220463153480743,funding_rate,0.18106074734784705,volume_ma_20min,0.11079225831387696,market_depth,-0.09469288605602529,funding_arb,0.4905059696659049,0.6780805244526942,0.22809197552744276,-3.8129111147232013,0.8
trade_023,2025-09-16 21:44:04.354519,XRP,sell,470.1578054348063,0.5201795492221957,0.089908338899031,0.00016289809370309693,-0.2445664752943743,0.0,-0.019695007625069306,-0.02445664752943743,-0.19864689345614694,bid_ask_spread,-0.17208841197771468,market_depth,0.1430296235823986,price_momentum_5min,0.08559170211434072,momentum,0.323511210221674,0.7429864421730302,0.6219163867832396,-3.8205855532229434,0.6
trade_024,2025-09-16 21:44:04.354519,XRP,buy,349.22717727018676,0.5204988690517086,0.48428266570784406,-7.933019373014814e-05,-0.1817723508112528,0.0,-0.010354313800357208,-0.01817723508112528,0.2738994358213786,bid_ask_spread,0.18703141281121824,volatility,0.09612046972957497,volume_ma_20min,0.06436536932949719,mean_reversion,0.35436201461475325,0.7453635210351934,0.0,-3.565924278849865,0.6
trade_025,2025-09-16 21:44:04.355541,XRP,sell,801.0042996490746,0.5208650595067219,-0.2713649393312801,-0.000646222595201527,-0.41721515220185534,0.20860757610092767,-0.010774234666928867,-0.04172151522018554,-0.5331144879145238,market_depth,-0.20483953881775008,volatility,0.06594785797457485,bid_ask_spread,-0.06375634993190513,mean_reversion,0.8415878442791418,0.6071221812843856,0.38869242313073504,-3.736589538958345,0.8
trade_026,2025-09-16 21:44:04.355541,XRP,buy,268.091417766603,0.5205927736236786,0.03164954682232064,6.86273336510608e-05,-0.1395664547598202,0.0697832273799101,-0.023106855536051206,-0.013956645475982021,-0.07512855423597165,market_depth,-0.17897904210428964,bid_ask_spread,-0.11148087259433762,funding_rate,0.08464122060489496,mean_reversion,0.7327470732015413,0.6854472718240334,0.4806552575170966,-3.7693481781431863,0.8
trade_027,2025-09-16 21:44:04.355541,XRP,sell,346.30633997143866,0.5202849984457535,0.10307048159138882,1.4967624032647151e-05,-0.18017799355379455,0.09008899677689727,-0.016442021052721592,-0.018017799355379456,-0.021463367969576853,market_depth,0.10023013816039406,volume_ma_20min,-0.09425234163071444,volatility,0.07843211199791951,funding_arb,0.40528055160598137,0.8051805477160466,0.31802852922874447,-3.780571330693067,0.8
trade_028,2025-09-16 21:44:04.355541,XRP,buy,917.624240076767,0.5201611953213554,0.29669078462514137,5.602172842483756e-05,-0.4773125215741815,0.0,-0.17473614809781965,-0.04773125215741816,-0.4030331154758531,volume_ma_20min,-0.18637734415230245,volatility,-0.14197912550732092,funding_rate,-0.13162762789424137,funding_arb,0.5216566217294221,0.8221516256908104,0.0,-3.572760853957588,0.6
trade_029,2025-09-16 21:44:04.356537,XRP,sell,320.77644660105136,0.5198372465878887,-0.1724044895096653,0.00013468053806316342,-0.1667515447713374,0.0,-0.04104682004731068,-0.016675154477133743,-0.39674332826738395,volume_ma_20min,-0.17030102651763301,market_depth,-0.13746907532118743,bid_ask_spread,0.11672784574768494,momentum,0.5873498767786636,0.8382705981721823,0.0,-3.517183494396832,0.6
trade_030,2025-09-16 21:44:04.356537,XRP,buy,936.0698198804201,0.5200936748379301,-0.11408986896238335,-0.00034857901807379166,-0.4868439925264871,0.24342199626324354,-0.07093248336942357,-0.04868439925264871,-0.477477326865773,volume_ma_20min,0.13418878456198122,funding_rate,-0.1059568258905699,volatility,-0.09807891793394867,funding_arb,0.4957446355445815,0.800463269369103,0.0,-3.576902826215207,0.8
trade_031,2025-09-16 21:44:04.356537,XRP,sell,858.1308184748102,0.5197598874322976,0.21952550738876705,9.129422906535239e-05,-0.4460219776126528,0.0,-0.05713400353272986,-0.04460219776126528,-0.32814137728881554,price_momentum_5min,0.17501599061860834,bid_ask_spread,0.16992390549144898,volume_ma_20min,0.10693732967364498,mean_reversion,0.4975791788475987,0.6516374667592136,0.0,-3.859195184016097,0.6
trade_032,2025-09-16 21:44:04.356537,XRP,buy,201.71002874175082,0.5176522149825132,-0.32239652155076043,-4.196407825205918e-05,-0.10441564316235372,0.05220782158117686,-0.010383616623213824,-0.010441564316235372,-0.3954714881496385,volatility,0.15266455571170567,bid_ask_spread,0.10868307646814368,market_depth,0.08634969795290881,momentum,0.8595471247298712,0.6789633795806336,0.22189803258036334,-3.8821915916847045,0.8
trade_033,2025-09-16 21:44:04.357523,XRP,sell,717.4260114176736,0.5195326419207192,0.2652699326285103,-0.0004281673818863728,-0.37272623109446806,0.0,-0.01879584740825172,-0.03727262310944681,-0.1639529363655427,funding_rate,-0.1812798608710299,volume_ma_20min,-0.1737227051123369,market_depth,0.09596347324274862,mean_reversion,0.32932553742321874,0.7671656875182664,0.09756139280776599,-3.8643686071863437,0.6
trade_034,2025-09-16 21:44:04.357523,XRP,buy,405.30035636728024,0.5194121122979446,-0.20365882755439652,0.00010058986298494306,-0.21051791421583874,0.10525895710791937,-0.0038238157899357426,-0.021051791421583876,-0.33369280201085055,volatility,0.1902134683284165,bid_ask_spread,0.10173697261195408,market_depth,-0.0897113105963097,momentum,0.49062432013442203,0.9168180385653526,0.0,-3.6935402997865,0.8
trade_035,2025-09-16 21:44:04.357523,XRP,sell,498.5083779683816,0.5200856003182225,0.42159794528069855,7.193950549432784e-05,-0.25926702901934906,0.12963351450967453,-0.09393541946584184,-0.025926702901934908,0.1721742479087416,market_depth,0.19970342236706562,bid_ask_spread,-0.1389135014842751,volume_ma_20min,0.06672539018599571,mean_reversion,0.816858037039945,0.8796280851687222,0.3512781715451112,-3.8320961170977252,0.8
trade_036,2025-09-16 21:44:04.357523,XRP,buy,857.7370636480015,0.5177815012763582,-1.8607812549802472,-0.00012836345079651938,-0.44412038451603747,0.0,-0.01900348687269633,-0.04441203845160375,-2.368445528271381,price_momentum_5min,-0.2103104077260138,volume_ma_20min,-0.08497284064769987,funding_rate,-0.06148097014391923,mean_reversion,0.6213175773733006,0.7706191623108246,0.0,-3.8071603983308746,0.6
trade_037,2025-09-16 21:44:04.357523,XRP,sell,949.2112736339856,0.5215149199036919,-2.1479760855425063,-7.434207183051203e-05,-0.4950278413409094,0.0,-0.15707139016067775,-0.04950278413409094,-2.8496524432500148,funding_rate,-0.13732945664101218,volume_ma_20min,0.09321080790641122,bid_ask_spread,0.045854645998607835,funding_arb,0.757025895334815,0.6204920954305874,0.04357532778973894,-3.8240761533728946,0.6
trade_038,2025-09-16 21:44:04.358521,XRP,buy,259.8772250359682,0.5203396336045722,0.14881677388537404,-0.00025634790290654096,-0.13522442005738866,0.06761221002869433,-0.015186798487747828,-0.013522442005738867,0.05223897546028647,price_momentum_5min,-0.15363958975964495,market_depth,0.09773342557719779,volume_ma_20min,-0.060058025688077624,funding_arb,0.3066962625214049,0.7360944723112065,0.0,-3.734280710621019,0.8
trade_039,2025-09-16 21:44:04.358521,XRP,sell,922.7325833451002,0.520766713750058,-1.4398350252909597,7.760298613707222e-05,-0.48052841509872934,0.0,-0.10758419959457365,-0.048052841509872934,-2.0759228785079986,funding_rate,-0.14127072667897267,volatility,-0.06678349393255516,price_momentum_5min,0.06645302910405575,mean_reversion,0.38206835050453614,0.6158486670607456,0.1192813685833376,-3.832791403490579,0.6
trade_040,2025-09-16 21:44:04.358521,XRP,buy,800.7874321053545,0.5196149613830056,0.28379595078033315,-7.13025777899849e-05,-0.41610113060941994,0.20805056530470997,-0.019032299217076918,-0.041610113060942,0.015031670619814287,volatility,-0.21205432745368516,volume_ma_20min,0.12083810830575892,funding_rate,-0.09453180613811102,mean_reversion,0.47837218103797124,0.6874597959483528,0.0,-3.548745279687302,0.8
trade_041,2025-09-16 21:44:04.358521,XRP,sell,207.3364692561344,0.5183744623086265,0.24860260870182316,-4.763030296388734e-05,-0.10747793076761773,0.0,-0.024514209713653347,-0.010747793076761774,0.1058150448408264,volume_ma_20min,-0.18180659224553564,funding_rate,0.09196697990498132,volatility,-0.08851135370583962,funding_arb,0.33181435504316986,0.6805205967663052,0.6408652608202797,-3.82477121154323,0.6
trade_042,2025-09-16 21:44:04.359519,XRP,buy,312.69697560807884,0.5202048528926908,0.11383847263572568,0.00010545452115744872,-0.16266648419618998,0.08133324209809499,-0.08906466088738987,-0.016266648419618997,-0.07272062424822073,volume_ma_20min,-0.19029150924060467,funding_rate,-0.0759060100070989,bid_ask_spread,-0.06912532743341754,mean_reversion,0.8751110136403684,0.8804212551344339,0.0,-3.803736051554232,0.8
trade_043,2025-09-16 21:44:04.359519,XRP,sell,601.3466428259201,0.5196191921518699,-0.32556587928858355,-9.593694438183682e-05,-0.3124712567484436,0.1562356283742218,-0.06459847374102946,-0.031247125674844365,-0.577743044023061,price_momentum_5min,-0.3021128862719138,funding_rate,-0.10429347401046846,market_depth,-0.08416838708491035,momentum,0.4128199660888844,0.8372274509413982,0.6585237657983087,-3.718903585043406,0.8
trade_044,2025-09-16 21:44:04.359519,XRP,buy,451.60632193268987,0.5189217786643412,-0.7078967747344703,-0.0003663566186297232,-0.2343483558333725,0.0,-0.04635269070977188,-0.02343483558333725,-1.0123990134795817,volatility,-0.3133961051514023,market_depth,0.2986388239721708,price_momentum_5min,0.08728714424050295,momentum,0.888408771877554,0.6731028093313509,0.0026435887024046645,-3.797422219940591,0.6
trade_045,2025-09-16 21:44:04.359519,XRP,sell,657.6528097158089,0.520193295747563,-0.07480109168029875,-2.7205382203169983e-05,-0.34210658254371157,0.17105329127185578,-0.00792843329723242,-0.03421065825437116,-0.2880206798859613,price_momentum_5min,0.07730964371775663,funding_rate,0.07539482863242537,market_depth,0.07306660907620073,funding_arb,0.8321963176343163,0.6425081210138255,0.0,-3.841731611939487,0.8
trade_046,2025-09-16 21:44:04.359519,XRP,buy,942.2486878809557,0.5193835667318824,-0.7216465193766578,0.0007152552126447253,-0.48938848426004694,0.24469424213002347,-0.03267701932481108,-0.0489388484260047,-1.0472413740448523,bid_ask_spread,-0.2229747406026415,funding_rate,-0.09890830301958511,market_depth,0.03670269066112402,mean_reversion,0.8152445588494623,0.90687150057176,0.39433061142174297,-3.589859230400216,0.8
trade_047,2025-09-16 21:44:04.359519,XRP,sell,155.14800648506974,0.5182619570980307,0.24472112090075107,5.9899554724135364e-05,-0.0804073094808102,0.0,-0.005321589787651018,-0.008040730948081021,0.15101139023893298,price_momentum_5min,0.16915184035322584,volume_ma_20min,0.15193961072544687,funding_rate,0.1507832381309243,mean_reversion,0.4743761235908562,0.7138656067786604,0.008921948170534821,-3.8201866481018163,0.6
trade_048,2025-09-16 21:44:04.360551,XRP,buy,280.7564149634462,0.5211643222426959,0.43605056022623645,2.8802421419178328e-05,-0.14632022671971354,0.07316011335985677,-0.05206567408723939,-0.014632022671971353,0.2962215525285882,market_depth,0.24492134972667523,bid_ask_spread,0.21578597541262698,funding_rate,0.08978576026024855,funding_arb,0.35814270426990935,0.9224261709239603,0.0,-3.849413705074536,0.8
trade_049,2025-09-16 21:44:04.360551,XRP,sell,461.31536479726276,0.5182696442487984,0.4212650027028459,0.00020322402167651877,-0.23908574999998203,0.11954287499999101,-0.03713596928647959,-0.023908574999998204,0.24088080743805357,volume_ma_20min,-0.2583694418490658,funding_rate,0.12751731754874582,volatility,-0.11427297718994425,momentum,0.44353012762721955,0.6755070027934899,0.1564885993418631,-3.7914411247481707,0.8
